"NAVDate","NAVPrice","NAVCurrency","AUMSize","AUMCurrency"
"10 janv. 2024","95,6500","EUR","303,1435M","EUR"
"09 janv. 2024","95,7900","EUR","304,5953M","EUR"
"08 janv. 2024","95,8800","EUR","304,9095M","EUR"
"05 janv. 2024","95,5100","EUR","303,7560M","EUR"
"04 janv. 2024","95,7000","EUR","304,3498M","EUR"
"03 janv. 2024","94,9900","EUR","302,0990M","EUR"
"02 janv. 2024","95,7600","EUR","304,7787M","EUR"
"29 déc. 2023","95,8700","EUR","305,1626M","EUR"
"28 déc. 2023","95,7200","EUR","305,2877M","EUR"
"27 déc. 2023","95,9200","EUR","305,9542M","EUR"
"22 déc. 2023","95,7400","EUR","305,4133M","EUR"
"21 déc. 2023","95,6200","EUR","305,0548M","EUR"
"20 déc. 2023","95,7800","EUR","305,5987M","EUR"
"19 déc. 2023","95,5800","EUR","305,0103M","EUR"
"18 déc. 2023","95,3200","EUR","303,9462M","EUR"
"15 déc. 2023","95,7000","EUR","306,5177M","EUR"
"14 déc. 2023","95,6800","EUR","306,3908M","EUR"
"13 déc. 2023","95,1500","EUR","304,8687M","EUR"
"12 déc. 2023","95,3000","EUR","305,9378M","EUR"
"11 déc. 2023","95,4300","EUR","306,3888M","EUR"
"08 déc. 2023","95,1600","EUR","305,7096M","EUR"
"07 déc. 2023","94,5100","EUR","303,6016M","EUR"
"06 déc. 2023","94,7100","EUR","304,2513M","EUR"
"05 déc. 2023","94,3000","EUR","302,9569M","EUR"
"04 déc. 2023","93,6300","EUR","300,8090M","EUR"
"01 déc. 2023","93,4900","EUR","300,4357M","EUR"
"30 nov. 2023","92,7200","EUR","297,8930M","EUR"
"29 nov. 2023","92,3000","EUR","296,4937M","EUR"
"28 nov. 2023","91,6800","EUR","294,5266M","EUR"
"27 nov. 2023","91,8800","EUR","295,1592M","EUR"
"24 nov. 2023","92,2400","EUR","296,4006M","EUR"
"23 nov. 2023","91,9300","EUR","295,3826M","EUR"
"22 nov. 2023","91,7300","EUR","294,7250M","EUR"
"21 nov. 2023","91,4300","EUR","293,7896M","EUR"
"20 nov. 2023","91,5200","EUR","294,0946M","EUR"
"17 nov. 2023","91,5500","EUR","294,3244M","EUR"
"16 nov. 2023","90,8100","EUR","291,8022M","EUR"
"15 nov. 2023","90,9000","EUR","292,0912M","EUR"
"14 nov. 2023","90,5200","EUR","290,8791M","EUR"
"13 nov. 2023","89,4000","EUR","287,3004M","EUR"
"10 nov. 2023","88,9200","EUR","285,7981M","EUR"
"09 nov. 2023","89,6500","EUR","288,1125M","EUR"
"08 nov. 2023","88,6800","EUR","284,9935M","EUR"
"07 nov. 2023","88,5800","EUR","284,6863M","EUR"
"06 nov. 2023","88,8400","EUR","285,4654M","EUR"
"03 nov. 2023","88,9800","EUR","285,9142M","EUR"
"02 nov. 2023","88,7100","EUR","284,9193M","EUR"
"31 oct. 2023","86,8500","EUR","278,9385M","EUR"
"30 oct. 2023","86,2300","EUR","276,9042M","EUR"
"27 oct. 2023","86,1300","EUR","276,5696M","EUR"
"26 oct. 2023","87,1300","EUR","279,7371M","EUR"
"25 oct. 2023","87,3300","EUR","280,0714M","EUR"
"24 oct. 2023","87,0500","EUR","279,2706M","EUR"
"23 oct. 2023","86,7400","EUR","278,6207M","EUR"
"20 oct. 2023","86,8300","EUR","278,9024M","EUR"
"19 oct. 2023","88,0800","EUR","282,9011M","EUR"
"18 oct. 2023","89,1600","EUR","286,4236M","EUR"
"17 oct. 2023","90,1400","EUR","289,3313M","EUR"
"16 oct. 2023","90,3100","EUR","290,0604M","EUR"
"13 oct. 2023","90,2300","EUR","289,7878M","EUR"
"12 oct. 2023","91,3700","EUR","293,4275M","EUR"
"11 oct. 2023","91,0800","EUR","292,4751M","EUR"
"10 oct. 2023","90,7600","EUR","291,4406M","EUR"
"09 oct. 2023","89,1200","EUR","286,1766M","EUR"
"06 oct. 2023","89,4300","EUR","287,2724M","EUR"
"05 oct. 2023","88,7800","EUR","285,1190M","EUR"
"04 oct. 2023","88,4500","EUR","284,0295M","EUR"
"03 oct. 2023","88,4700","EUR","284,0999M","EUR"
"02 oct. 2023","89,4100","EUR","287,0143M","EUR"
"29 sept. 2023","90,3400","EUR","289,8769M","EUR"
"28 sept. 2023","90,1100","EUR","289,1578M","EUR"
"27 sept. 2023","89,7700","EUR","288,1981M","EUR"
"26 sept. 2023","89,9700","EUR","288,8602M","EUR"
"25 sept. 2023","90,5500","EUR","290,7742M","EUR"
"22 sept. 2023","91,0100","EUR","292,2694M","EUR"
"21 sept. 2023","91,5300","EUR","294,1094M","EUR"
"20 sept. 2023","92,5600","EUR","297,4967M","EUR"
"19 sept. 2023","91,5800","EUR","294,6560M","EUR"
"18 sept. 2023","91,5900","EUR","294,6865M","EUR"
"15 sept. 2023","93,0000","EUR","299,2160M","EUR"
"14 sept. 2023","92,9200","EUR","298,9569M","EUR"
"13 sept. 2023","91,6400","EUR","294,8147M","EUR"
"12 sept. 2023","92,0800","EUR","296,2999M","EUR"
"11 sept. 2023","92,2900","EUR","297,2517M","EUR"
"08 sept. 2023","92,0900","EUR","296,6360M","EUR"
"07 sept. 2023","91,8800","EUR","295,9332M","EUR"
"06 sept. 2023","92,0700","EUR","296,6502M","EUR"
"05 sept. 2023","92,5900","EUR","298,2862M","EUR"
"04 sept. 2023","92,7500","EUR","298,7551M","EUR"
"01 sept. 2023","92,7900","EUR","298,6465M","EUR"
"31 août 2023","92,8400","EUR","298,7550M","EUR"
"30 août 2023","93,1100","EUR","299,6265M","EUR"
"29 août 2023","93,2200","EUR","299,9494M","EUR"
"28 août 2023","92,3300","EUR","297,1662M","EUR"
"25 août 2023","91,4200","EUR","294,2287M","EUR"
"24 août 2023","91,4800","EUR","294,2503M","EUR"
"23 août 2023","91,8300","EUR","295,3921M","EUR"
"22 août 2023","91,3000","EUR","293,7026M","EUR"
"21 août 2023","90,7100","EUR","291,8733M","EUR"
"18 août 2023","90,5800","EUR","291,4690M","EUR"
"17 août 2023","90,9600","EUR","292,6758M","EUR"
"16 août 2023","91,7800","EUR","295,2857M","EUR"
"14 août 2023","92,6700","EUR","298,1502M","EUR"
"11 août 2023","92,5100","EUR","297,6091M","EUR"
"10 août 2023","93,5200","EUR","300,8399M","EUR"
"09 août 2023","92,5500","EUR","297,7096M","EUR"
"08 août 2023","92,1700","EUR","296,4917M","EUR"
"07 août 2023","92,5400","EUR","297,5453M","EUR"
"04 août 2023","92,3200","EUR","297,0949M","EUR"
"03 août 2023","92,3300","EUR","297,1167M","EUR"
"02 août 2023","93,0800","EUR","299,4750M","EUR"
"01 août 2023","94,1500","EUR","302,8990M","EUR"
"31 juil. 2023","94,8600","EUR","305,1473M","EUR"
"28 juil. 2023","94,7000","EUR","304,5475M","EUR"
"27 juil. 2023","94,9000","EUR","305,1710M","EUR"
"26 juil. 2023","93,2400","EUR","299,8205M","EUR"
"25 juil. 2023","93,6100","EUR","301,2102M","EUR"
"24 juil. 2023","93,4100","EUR","300,3696M","EUR"
"21 juil. 2023","93,3000","EUR","300,1175M","EUR"
"20 juil. 2023","93,1100","EUR","299,4624M","EUR"
"19 juil. 2023","93,1200","EUR","299,4779M","EUR"
"18 juil. 2023","93,1600","EUR","299,8335M","EUR"
"17 juil. 2023","92,7700","EUR","298,5709M","EUR"
"14 juil. 2023","93,4400","EUR","300,8893M","EUR"
"13 juil. 2023","93,3800","EUR","300,9652M","EUR"
"12 juil. 2023","92,8200","EUR","299,1583M","EUR"
"11 juil. 2023","91,4400","EUR","294,9840M","EUR"
"10 juil. 2023","90,9500","EUR","293,3897M","EUR"
"07 juil. 2023","90,6600","EUR","292,4853M","EUR"
"06 juil. 2023","90,6600","EUR","292,4900M","EUR"
"05 juil. 2023","92,6800","EUR","298,9375M","EUR"
"04 juil. 2023","93,4600","EUR","301,2578M","EUR"
"03 juil. 2023","93,5500","EUR","301,7370M","EUR"
"30 juin 2023","93,8300","EUR","302,5947M","EUR"
"29 juin 2023","92,7800","EUR","299,0690M","EUR"
"28 juin 2023","92,6800","EUR","298,7352M","EUR"
"27 juin 2023","91,8000","EUR","295,9063M","EUR"
"26 juin 2023","91,5600","EUR","295,2134M","EUR"
"22 juin 2023","92,0300","EUR","296,6962M","EUR"
"21 juin 2023","92,4100","EUR","297,7279M","EUR"
"20 juin 2023","92,8100","EUR","299,0609M","EUR"
"19 juin 2023","93,5300","EUR","301,4090M","EUR"
"16 juin 2023","94,4000","EUR","304,1914M","EUR"
"15 juin 2023","94,0800","EUR","303,1061M","EUR"
"14 juin 2023","94,1600","EUR","303,3987M","EUR"
"13 juin 2023","93,8100","EUR","302,3881M","EUR"
"12 juin 2023","93,2900","EUR","300,7303M","EUR"
"09 juin 2023","93,0100","EUR","299,8679M","EUR"
"08 juin 2023","93,3100","EUR","300,7933M","EUR"
"07 juin 2023","93,3800","EUR","301,0844M","EUR"
"06 juin 2023","93,6400","EUR","301,9340M","EUR"
"05 juin 2023","93,1900","EUR","300,3406M","EUR"
"02 juin 2023","93,6200","EUR","301,7259M","EUR"
"01 juin 2023","92,7600","EUR","298,8908M","EUR"
"31 mai 2023","91,9400","EUR","296,2078M","EUR"
"30 mai 2023","92,7300","EUR","298,7677M","EUR"
"26 mai 2023","93,5000","EUR","301,2345M","EUR"
"25 mai 2023","92,4400","EUR","297,7885M","EUR"
"24 mai 2023","92,5700","EUR","298,2618M","EUR"
"23 mai 2023","94,2200","EUR","303,6035M","EUR"
"22 mai 2023","94,9500","EUR","305,9728M","EUR"
"19 mai 2023","94,7500","EUR","305,1398M","EUR"
"17 mai 2023","93,1600","EUR","300,0181M","EUR"
"16 mai 2023","93,2700","EUR","300,3653M","EUR"
"15 mai 2023","93,5600","EUR","301,2633M","EUR"
"12 mai 2023","93,4300","EUR","300,8803M","EUR"
"11 mai 2023","93,0100","EUR","299,4631M","EUR"
"10 mai 2023","92,8300","EUR","298,8934M","EUR"
"08 mai 2023","93,3500","EUR","300,5440M","EUR"
"05 mai 2023","92,9800","EUR","299,3211M","EUR"
"04 mai 2023","92,0100","EUR","296,1793M","EUR"
"03 mai 2023","92,5600","EUR","297,9531M","EUR"
"02 mai 2023","92,1400","EUR","296,5311M","EUR"
"28 avr. 2023","93,2600","EUR","300,0839M","EUR"
"27 avr. 2023","92,7600","EUR","298,4201M","EUR"
"26 avr. 2023","92,6300","EUR","297,9852M","EUR"
"25 avr. 2023","93,6100","EUR","301,1948M","EUR"
"24 avr. 2023","94,0900","EUR","302,8694M","EUR"
"21 avr. 2023","94,1300","EUR","303,0304M","EUR"
"20 avr. 2023","93,7500","EUR","301,7805M","EUR"
"19 avr. 2023","93,9700","EUR","302,4853M","EUR"
"18 avr. 2023","94,1800","EUR","303,1361M","EUR"
"17 avr. 2023","93,7700","EUR","301,8004M","EUR"
"14 avr. 2023","93,8200","EUR","301,9674M","EUR"
"13 avr. 2023","93,1700","EUR","299,9559M","EUR"
"12 avr. 2023","92,9000","EUR","299,1225M","EUR"
"11 avr. 2023","92,5100","EUR","297,7492M","EUR"
"06 avr. 2023","92,2100","EUR","296,8483M","EUR"
"05 avr. 2023","91,6500","EUR","295,0200M","EUR"
"04 avr. 2023","91,7700","EUR","295,4536M","EUR"
"03 avr. 2023","91,9700","EUR","296,0117M","EUR"
"31 mars 2023","92,2100","EUR","296,8702M","EUR"
"30 mars 2023","91,5800","EUR","294,6592M","EUR"
"29 mars 2023","90,5000","EUR","291,1975M","EUR"
"28 mars 2023","89,3900","EUR","287,6263M","EUR"
"27 mars 2023","89,6300","EUR","288,4152M","EUR"
"24 mars 2023","88,7000","EUR","285,4695M","EUR"
"23 mars 2023","90,0700","EUR","289,8788M","EUR"
"22 mars 2023","90,3000","EUR","290,5407M","EUR"
"21 mars 2023","90,1800","EUR","290,1836M","EUR"
"20 mars 2023","88,9400","EUR","286,1621M","EUR"
"17 mars 2023","88,1100","EUR","283,4899M","EUR"
"16 mars 2023","89,0400","EUR","286,4432M","EUR"
"15 mars 2023","87,7600","EUR","283,0268M","EUR"
"14 mars 2023","90,5500","EUR","292,0822M","EUR"
"13 mars 2023","89,1700","EUR","287,6197M","EUR"
"10 mars 2023","91,6400","EUR","295,5705M","EUR"
"09 mars 2023","93,1600","EUR","300,4357M","EUR"
"08 mars 2023","93,2100","EUR","300,6058M","EUR"
"07 mars 2023","93,2300","EUR","300,7228M","EUR"
"06 mars 2023","93,7800","EUR","302,4682M","EUR"
"03 mars 2023","93,7900","EUR","302,9394M","EUR"
"02 mars 2023","92,8700","EUR","300,0844M","EUR"
"01 mars 2023","92,2600","EUR","307,9964M","EUR"
"28 févr. 2023","93,1400","EUR","310,9121M","EUR"
"27 févr. 2023","93,3000","EUR","310,7447M","EUR"
"24 févr. 2023","92,3500","EUR","307,6527M","EUR"
"23 févr. 2023","93,3800","EUR","311,1523M","EUR"
"22 févr. 2023","93,1300","EUR","310,4241M","EUR"
"21 févr. 2023","93,5000","EUR","314,4156M","EUR"
"20 févr. 2023","93,7700","EUR","315,3160M","EUR"
"17 févr. 2023","93,7500","EUR","317,4924M","EUR"
"16 févr. 2023","94,0200","EUR","318,4019M","EUR"
"15 févr. 2023","93,5700","EUR","316,8204M","EUR"
"14 févr. 2023","93,2100","EUR","315,4504M","EUR"
"13 févr. 2023","93,0600","EUR","314,9521M","EUR"
"10 févr. 2023","92,2900","EUR","312,1202M","EUR"
"09 févr. 2023","93,1200","EUR","314,8405M","EUR"
"08 févr. 2023","92,5600","EUR","312,9893M","EUR"
"07 févr. 2023","92,2200","EUR","311,8408M","EUR"
"06 févr. 2023","91,8100","EUR","310,4799M","EUR"
"03 févr. 2023","92,5600","EUR","313,2827M","EUR"
"02 févr. 2023","91,9400","EUR","312,2477M","EUR"
"01 févr. 2023","90,5300","EUR","307,4303M","EUR"
"31 janv. 2023","90,5200","EUR","307,4062M","EUR"
"30 janv. 2023","90,5400","EUR","307,4408M","EUR"
"27 janv. 2023","90,7100","EUR","308,0029M","EUR"
"26 janv. 2023","90,4600","EUR","307,1659M","EUR"
"25 janv. 2023","90,0100","EUR","305,6255M","EUR"
"24 janv. 2023","90,0300","EUR","305,7966M","EUR"
"23 janv. 2023","90,1600","EUR","306,2511M","EUR"
"20 janv. 2023","89,8000","EUR","305,0292M","EUR"
"19 janv. 2023","89,5800","EUR","304,2571M","EUR"
"18 janv. 2023","91,1200","EUR","309,4751M","EUR"
"17 janv. 2023","90,8600","EUR","308,6232M","EUR"
"16 janv. 2023","90,3500","EUR","307,0170M","EUR"
"13 janv. 2023","89,8700","EUR","305,3792M","EUR"
"12 janv. 2023","89,4000","EUR","303,7690M","EUR"
"11 janv. 2023","88,9800","EUR","302,3927M","EUR"
"10 janv. 2023","88,7000","EUR","301,4310M","EUR"
"09 janv. 2023","89,0000","EUR","314,7567M","EUR"
"06 janv. 2023","88,2800","EUR","312,1748M","EUR"
"05 janv. 2023","87,4000","EUR","309,0834M","EUR"
"04 janv. 2023","87,6000","EUR","311,7097M","EUR"
"03 janv. 2023","86,2400","EUR","306,0414M","EUR"
"02 janv. 2023","85,1900","EUR","302,3566M","EUR"
"30 déc. 2022","84,3700","EUR","299,4234M","EUR"
"29 déc. 2022","85,4700","EUR","303,8963M","EUR"
"28 déc. 2022","84,8200","EUR","301,5867M","EUR"
"27 déc. 2022","84,8900","EUR","301,8013M","EUR"
"23 déc. 2022","84,8500","EUR","301,6122M","EUR"
"22 déc. 2022","84,9400","EUR","302,0027M","EUR"
"21 déc. 2022","85,9000","EUR","305,4528M","EUR"
"20 déc. 2022","84,4900","EUR","300,8865M","EUR"
"19 déc. 2022","84,8000","EUR","302,1141M","EUR"
"16 déc. 2022","84,7300","EUR","301,8321M","EUR"
"15 déc. 2022","85,6200","EUR","304,9588M","EUR"
"14 déc. 2022","88,3000","EUR","315,0113M","EUR"
"13 déc. 2022","88,3000","EUR","315,0044M","EUR"
"12 déc. 2022","87,0100","EUR","310,3971M","EUR"
"09 déc. 2022","87,4000","EUR","311,6549M","EUR"
"08 déc. 2022","86,8400","EUR","309,6196M","EUR"
"07 déc. 2022","87,0600","EUR","310,4530M","EUR"
"06 déc. 2022","87,7700","EUR","312,9791M","EUR"
"05 déc. 2022","88,3700","EUR","314,1284M","EUR"
"02 déc. 2022","88,6700","EUR","315,1731M","EUR"
"01 déc. 2022","89,0000","EUR","316,2329M","EUR"
"30 nov. 2022","88,1300","EUR","314,1118M","EUR"
"29 nov. 2022","87,6100","EUR","312,2445M","EUR"
"28 nov. 2022","88,1100","EUR","313,9835M","EUR"
"25 nov. 2022","88,6200","EUR","315,7817M","EUR"
"24 nov. 2022","88,6200","EUR","315,7660M","EUR"
"23 nov. 2022","88,3100","EUR","314,6810M","EUR"
"22 nov. 2022","87,7400","EUR","312,6872M","EUR"
"21 nov. 2022","87,1000","EUR","310,3168M","EUR"
"18 nov. 2022","87,0800","EUR","310,2189M","EUR"
"17 nov. 2022","86,1200","EUR","306,8283M","EUR"
"16 nov. 2022","86,4000","EUR","307,8185M","EUR"
"15 nov. 2022","87,1900","EUR","310,5889M","EUR"
"14 nov. 2022","86,8900","EUR","309,5100M","EUR"
"11 nov. 2022","86,7900","EUR","309,1285M","EUR"
"10 nov. 2022","87,1300","EUR","310,3161M","EUR"
"09 nov. 2022","84,6600","EUR","301,4854M","EUR"
"08 nov. 2022","84,8600","EUR","302,1518M","EUR"
"07 nov. 2022","84,2900","EUR","300,1672M","EUR"
"04 nov. 2022","84,0400","EUR","299,2663M","EUR"
"03 nov. 2022","82,8500","EUR","294,9846M","EUR"
"02 nov. 2022","83,6000","EUR","297,5259M","EUR"
"31 oct. 2022","83,3600","EUR","296,6903M","EUR"
"28 oct. 2022","83,2200","EUR","296,1695M","EUR"
"27 oct. 2022","82,8800","EUR","294,9271M","EUR"
"26 oct. 2022","83,2800","EUR","296,3495M","EUR"
"25 oct. 2022","83,0500","EUR","295,5309M","EUR"
"24 oct. 2022","81,6000","EUR","290,3608M","EUR"
"21 oct. 2022","80,2500","EUR","285,6133M","EUR"
"20 oct. 2022","80,7300","EUR","287,2963M","EUR"
"19 oct. 2022","80,4900","EUR","286,4566M","EUR"
"18 oct. 2022","80,5800","EUR","286,7518M","EUR"
"17 oct. 2022","80,2700","EUR","285,6375M","EUR"
"14 oct. 2022","79,0100","EUR","281,1531M","EUR"
"13 oct. 2022","78,6900","EUR","279,9897M","EUR"
"12 oct. 2022","78,1200","EUR","277,9605M","EUR"
"11 oct. 2022","78,4500","EUR","279,1236M","EUR"
"10 oct. 2022","78,9900","EUR","281,0181M","EUR"
"07 oct. 2022","79,4200","EUR","282,6013M","EUR"
"06 oct. 2022","80,3600","EUR","284,6643M","EUR"
"05 oct. 2022","80,8700","EUR","287,1030M","EUR"
"04 oct. 2022","81,6300","EUR","289,7168M","EUR"
"03 oct. 2022","79,0500","EUR","280,5344M","EUR"
"30 sept. 2022","78,5200","EUR","278,6327M","EUR"
"29 sept. 2022","77,5300","EUR","275,0790M","EUR"
"28 sept. 2022","78,9700","EUR","281,1468M","EUR"
"27 sept. 2022","78,5300","EUR","279,6522M","EUR"
"26 sept. 2022","78,6600","EUR","280,1200M","EUR"
"23 sept. 2022","78,9200","EUR","281,2126M","EUR"
"22 sept. 2022","80,6400","EUR","287,3383M","EUR"
"21 sept. 2022","82,0800","EUR","292,4549M","EUR"
"20 sept. 2022","81,3600","EUR","289,8927M","EUR"
"19 sept. 2022","82,4500","EUR","293,8048M","EUR"
"16 sept. 2022","82,5500","EUR","294,1549M","EUR"
"15 sept. 2022","84,0000","EUR","299,2512M","EUR"
"14 sept. 2022","84,4000","EUR","300,6648M","EUR"
"13 sept. 2022","84,8600","EUR","302,3947M","EUR"
"12 sept. 2022","85,9200","EUR","306,1891M","EUR"
"09 sept. 2022","84,6200","EUR","301,5651M","EUR"
"08 sept. 2022","83,1500","EUR","296,2769M","EUR"
"07 sept. 2022","82,5800","EUR","294,2370M","EUR"
"06 sept. 2022","82,8400","EUR","294,7951M","EUR"
"05 sept. 2022","82,7400","EUR","294,7971M","EUR"
"02 sept. 2022","83,3600","EUR","296,9821M","EUR"
"01 sept. 2022","81,7700","EUR","291,3049M","EUR"
"31 août 2022","83,0000","EUR","295,6589M","EUR"
"30 août 2022","83,9200","EUR","298,8987M","EUR"
"29 août 2022","84,4500","EUR","300,7658M","EUR"
"26 août 2022","85,1900","EUR","303,3904M","EUR"
"25 août 2022","86,6200","EUR","308,4776M","EUR"
"24 août 2022","86,2900","EUR","307,2810M","EUR"
"23 août 2022","85,9700","EUR","306,1558M","EUR"
"22 août 2022","86,4800","EUR","308,0321M","EUR"
"19 août 2022","87,4300","EUR","311,4088M","EUR"
"18 août 2022","88,1100","EUR","313,8075M","EUR"
"17 août 2022","87,7500","EUR","312,5453M","EUR"
"16 août 2022","88,3600","EUR","314,7072M","EUR"
"12 août 2022","87,9300","EUR","313,5273M","EUR"
"11 août 2022","87,7300","EUR","312,7879M","EUR"
"10 août 2022","87,5200","EUR","312,0428M","EUR"
"09 août 2022","86,6400","EUR","308,9132M","EUR"
"08 août 2022","87,1300","EUR","310,6753M","EUR"
"05 août 2022","86,7100","EUR","309,2136M","EUR"
"04 août 2022","87,4400","EUR","311,8029M","EUR"
"03 août 2022","87,1700","EUR","311,1327M","EUR"
"02 août 2022","86,8600","EUR","309,8226M","EUR"
"01 août 2022","86,8700","EUR","309,7790M","EUR"
"29 juil. 2022","86,9300","EUR","310,5689M","EUR"
"28 juil. 2022","85,6500","EUR","305,9307M","EUR"
"27 juil. 2022","84,3300","EUR","301,2069M","EUR"
"26 juil. 2022","83,6500","EUR","298,7804M","EUR"
"25 juil. 2022","83,7000","EUR","298,9608M","EUR"
"22 juil. 2022","83,4500","EUR","298,0623M","EUR"
"21 juil. 2022","83,4600","EUR","298,1142M","EUR"
"20 juil. 2022","83,0200","EUR","297,6600M","EUR"
"19 juil. 2022","83,1000","EUR","298,1427M","EUR"
"18 juil. 2022","81,8800","EUR","294,7663M","EUR"
"15 juil. 2022","81,1400","EUR","292,1088M","EUR"
"14 juil. 2022","79,5400","EUR","286,3404M","EUR"
"13 juil. 2022","80,8100","EUR","290,8959M","EUR"
"12 juil. 2022","81,7300","EUR","294,2591M","EUR"
"11 juil. 2022","81,3900","EUR","293,0488M","EUR"
"08 juil. 2022","81,7400","EUR","294,2944M","EUR"
"07 juil. 2022","81,2200","EUR","292,3719M","EUR"
"06 juil. 2022","79,7000","EUR","286,9276M","EUR"
"05 juil. 2022","78,3400","EUR","282,0315M","EUR"
"04 juil. 2022","79,8800","EUR","287,5651M","EUR"
"01 juil. 2022","79,4500","EUR","286,6594M","EUR"
"30 juin 2022","79,4700","EUR","286,6741M","EUR"
"29 juin 2022","80,7900","EUR","291,4141M","EUR"
"28 juin 2022","81,3200","EUR","293,3632M","EUR"
"27 juin 2022","81,3900","EUR","293,5955M","EUR"
"24 juin 2022","81,1400","EUR","292,7982M","EUR"
"22 juin 2022","79,3300","EUR","286,3484M","EUR"
"21 juin 2022","79,4800","EUR","286,9810M","EUR"
"20 juin 2022","79,0200","EUR","293,2976M","EUR"
"17 juin 2022","78,3400","EUR","290,7876M","EUR"
"16 juin 2022","78,2400","EUR","290,4747M","EUR"
"15 juin 2022","79,9600","EUR","314,9448M","EUR"
"14 juin 2022","78,7800","EUR","310,3765M","EUR"
"13 juin 2022","79,7800","EUR","314,3302M","EUR"
"10 juin 2022","81,9800","EUR","322,9774M","EUR"
"09 juin 2022","84,4400","EUR","350,9362M","EUR"
"08 juin 2022","85,5300","EUR","355,5145M","EUR"
"07 juin 2022","86,2000","EUR","358,2944M","EUR"
"03 juin 2022","85,6800","EUR","356,1589M","EUR"
"02 juin 2022","86,0800","EUR","357,7821M","EUR"
"01 juin 2022","85,6500","EUR","355,8866M","EUR"
"31 mai 2022","86,3300","EUR","358,8118M","EUR"
"30 mai 2022","87,0900","EUR","361,9340M","EUR"
"27 mai 2022","86,4600","EUR","359,1546M","EUR"
"25 mai 2022","84,7200","EUR","351,9802M","EUR"
"24 mai 2022","84,2400","EUR","350,0782M","EUR"
"23 mai 2022","85,4100","EUR","354,9553M","EUR"
"20 mai 2022","84,0800","EUR","349,4796M","EUR"
"19 mai 2022","83,5000","EUR","347,1501M","EUR"
"18 mai 2022","84,5300","EUR","351,5275M","EUR"
"17 mai 2022","85,5200","EUR","355,6465M","EUR"
"16 mai 2022","84,5300","EUR","351,5240M","EUR"
"13 mai 2022","84,7600","EUR","352,4972M","EUR"
"12 mai 2022","83,0000","EUR","345,2341M","EUR"
"11 mai 2022","83,4700","EUR","347,3703M","EUR"
"10 mai 2022","82,1400","EUR","341,9543M","EUR"
"06 mai 2022","84,0800","EUR","350,0467M","EUR"
"05 mai 2022","85,6200","EUR","356,2479M","EUR"
"04 mai 2022","86,1200","EUR","358,4902M","EUR"
"03 mai 2022","86,9100","EUR","361,8081M","EUR"
"02 mai 2022","86,2100","EUR","358,7831M","EUR"
"29 avr. 2022","87,5800","EUR","364,5034M","EUR"
"28 avr. 2022","87,0600","EUR","362,1910M","EUR"
"27 avr. 2022","86,4200","EUR","359,5241M","EUR"
"26 avr. 2022","85,6200","EUR","356,1873M","EUR"
"25 avr. 2022","86,3200","EUR","359,1374M","EUR"
"22 avr. 2022","87,7500","EUR","365,3204M","EUR"
"21 avr. 2022","89,2700","EUR","371,6262M","EUR"
"20 avr. 2022","88,7700","EUR","394,0225M","EUR"
"19 avr. 2022","87,8400","EUR","389,8790M","EUR"
